timestamp,test-class,test-method,time,description,result
2021-09-08 10:59:52.287,acme.testing.anonymous.task.AnonymousTaskListPublicNonFinishedTest,listPublicNonFinished,4180,"[1] recordIndex=0, visibility=PUBLIC, title=Tarea17NF, executionStart=2020/07/16 14:30, executionEnd=2022/07/19 14:30, description=Séptima tarea, link=http://happybirthday.com, workload=7.20",OK
2021-09-08 10:59:56.63,acme.testing.anonymous.task.AnonymousTaskListPublicNonFinishedTest,listPublicNonFinished,3800,"[2] recordIndex=1, visibility=PUBLIC, title=Tarea20NF, executionStart=2021/09/05 11:38, executionEnd=2022/09/11 11:38, description=Décima tarea, link=http://happybirthday.com, workload=6.40",OK
2021-09-08 11:00:00.917,acme.testing.anonymous.task.AnonymousTaskListPublicNonFinishedTest,listPublicNonFinished,3770,"[3] recordIndex=2, visibility=PUBLIC, title=Tarea19NF, executionStart=2020/08/01 16:16, executionEnd=2022/08/03 16:16, description=Novena tarea, link=http://happybirthday.com, workload=4.30",OK
2021-09-08 11:00:05.489,acme.testing.anonymous.task.AnonymousTaskListPublicNonFinishedTest,listPublicNonFinished,3906,"[4] recordIndex=3, visibility=PUBLIC, title=Tarea18NF, executionStart=2020/08/10 10:00, executionEnd=2022/08/11 11:40, description=Octava tarea, link=http://happybirthday.com, workload=1.25",OK
2021-09-08 11:00:27.846,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listAll,8097,"[1] recordIndex=0, visibility=PUBLIC, title=Tarea6F, executionStart=2020/01/20 09:30, executionEnd=2020/01/30 09:30, description=Sexta tarea, link=http://happybirthday.com, workload=9.40",OK
2021-09-08 11:00:36.78,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listAll,8232,"[2] recordIndex=1, visibility=PUBLIC, title=Tarea5F, executionStart=2020/03/20 08:30, executionEnd=2020/03/22 08:30, description=Quinta tarea, link=http://happybirthday.com, workload=7.33",OK
2021-09-08 11:00:46.098,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listAll,8653,"[3] recordIndex=2, visibility=PUBLIC, title=Tarea8F, executionStart=2020/01/27 22:30, executionEnd=2020/01/29 22:30, description=Octava tarea, link=http://happybirthday.com, workload=4.55",OK
2021-09-08 11:00:55.78,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listAll,8739,"[4] recordIndex=3, visibility=PUBLIC, title=Tarea10F, executionStart=2020/02/09 11:38, executionEnd=2020/02/11 11:38, description=Décima tarea, link=http://happybirthday.com, workload=4.40",OK
2021-09-08 11:01:04.642,acme.testing.authenticated.task.AuthenticatedTaskListAllTest,listAll,8208,"[5] recordIndex=4, visibility=PUBLIC, title=Tarea2F, executionStart=2021/04/11 12:00, executionEnd=2021/04/12 16:20, description=Segunda tarea, link=http://www.sample-app.com, workload=4.33",OK
2021-09-08 11:01:24.824,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,createManagerPositive,6859,"createManagerPositive()",OK
2021-09-08 11:01:26.011,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,createManagerNegative,689,"createManagerNegative()",OK
2021-09-08 11:01:49.611,acme.testing.SignUpTest,positiveSignUp,9710,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-09-08 11:01:59.365,acme.testing.SignUpTest,positiveSignUp,9229,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-09-08 11:02:08.777,acme.testing.SignUpTest,positiveSignUp,8737,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-09-08 11:02:17.785,acme.testing.SignUpTest,positiveSignUp,8457,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-09-08 11:02:26.763,acme.testing.SignUpTest,positiveSignUp,8397,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-09-08 11:02:35.862,acme.testing.SignUpTest,positiveSignUp,8506,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-09-08 11:02:44.872,acme.testing.SignUpTest,positiveSignUp,8421,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-09-08 11:02:54.891,acme.testing.SignUpTest,positiveSignUp,9436,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-09-08 11:03:04.45,acme.testing.SignUpTest,positiveSignUp,8961,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-09-08 11:03:13.861,acme.testing.SignUpTest,positiveSignUp,8689,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-09-08 11:03:22.831,acme.testing.SignUpTest,positiveSignUp,8341,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-09-08 11:03:32.918,acme.testing.SignUpTest,positiveSignUp,9553,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-09-08 11:03:54.228,acme.testing.administrator.customisation.AdministratorCustomisationUpdateTest,negativeUpdate,7709,"[1] recordIndex=0, spamwordsEng= , threshold=10.00",OK
2021-09-08 11:04:02.156,acme.testing.administrator.customisation.AdministratorCustomisationUpdateTest,negativeUpdate,7276,"[2] recordIndex=0, spamwordsEng=sex,hard core,viagra,cialis,nigeria,you've won, million dollar, threshold=-30.00",OK
2021-09-08 11:04:09.634,acme.testing.administrator.customisation.AdministratorCustomisationUpdateTest,negativeUpdate,6862,"[3] recordIndex=0, spamwordsEng=sex,hard core,viagra,cialis,nigeria,you've won, million dollar, threshold=101.00",OK
2021-09-08 11:04:19.154,acme.testing.administrator.customisation.AdministratorCustomisationUpdateTest,positiveUpdate,8958,"[1] recordIndex=0, spamwordsEng=sex,hard core,viagra,cialis,nigeria,you've won, million dollar, pain, threshold=30.00",OK
2021-09-08 11:04:38.109,acme.testing.administrator.customisation.AdministratorCustomisationListTest,list,5741,"[1] recordIndex=0, spamwordsEng=sex,hard core,viagra,cialis,nigeria,you've won, million dollar, threshold=10.00",OK
2021-09-08 11:05:05.883,acme.testing.administrator.dashboard.AdministratorDashboardTest,showPositive,9037,"[1] recordIndex=0, numPublicTasks=20, numPrivateTasks=2, numFinishedTasks=17, numNotFinishedTasks=5, avgTaskExecutionPeriods=151.27, devTaskExecutionPeriods=284.14, minTaskExecutionPeriods=0.00, maxTaskExecutionPeriods=733.00, avgTaskWorkloads=3.69, devTaskWorkloads=2.21, minTaskWorkloads=1.25, maxTaskWorkloads=9.40",OK
